"index","product_name_en"
812,"Candies, chewing gum, honey"
813,"Salad dressings"
814,"Instant and freeze dried coffee"
815,"Sports drinks"
816," Potato"
817,"Tomato concentrate"
818," Pirina~"
819," Yeast"
820,"Kindergarten fee and registration for 2 to 4 years old"
821,"UNDISAGGREGATED EXPENDITURE ON RESTAURANTS AND HOTELS"
822,"TOILET PAPER"
823,"BANKING INSTITUTION FEES"
824,"ADMINISTRATIVE COSTS OF PRIVATE PENSION FUNDS AND SIMILAR SERVICES"
825,"RICE"
826,"DE-IDENTIFIED AND OTHER COOKIES"
827,"CAKES AND SWEET DOUGHS, SMALL OR BY POTION"
828,"Household services (tailoring, dry cleaning, shoe and clothing repairs, etc.)"
829,"Preschool tariff and tuition"
830,"WHEAT FLOUR"
831,"School uniforms"
832,"Miscellaneous supplies and equipment, such as caulking compound, duct tape, carpet tape, carpet knife, bolts, screws, drill bits, door knobs, tool box, keys, mailbox, gutter screens, clamps, shelf brackets, tool table, work bench, etc…"
833,"Misc. auto repair, servicing"
834,"Arakjan"
835,"Lube, oil change, and oil filters"
836,"Motor repair, replacement"
837,"Vehicle inspection"
838,"Topicals and dressings"
839,"Medical equipment for general use"
840,"Social, recreation, health club membership"
841,"Computer information services"
842,"Dishdasha"
843,"Headband"
844,"Children's clothing and children's underwear"
845,"Special education fees and tuition"
846,"Cash gifts"
847,"Men's Outerwear"
848,"Pajamas"
849,"Men cotton fabrics"
850,"APPAREL, FOOTWEAR, AND CLOSE THE HEAD"
851,"BREAKFAST CEREALS"
852,"Boy's Swimming costumes"
853," Beef meat"
854,"Other preserves (sardines, crabs, shrimps, etc.)"
855,"Eggs"
856,"coconut oil"
857,"Vanaspati, margarine"
858,"Butter"
859,"Margarine"
860," Coffee (raw, roasted, ground)"
861,"Dried beans/ lentils"
862,"fresh onion"
863,"Other edible animal fats"
864,"Food And Non-Alcoholic Beverages - Food - Oils and fats - Peanut butter"
865,"Fats and oils"
866,"Food And Non-Alcoholic Beverages - Food - Oils and fats - Butter"
867," Apples"
868," Cherries, fresh, frozen"
869,"Repair of textile household items"
870,"LEAN BEEF CUT"
871,"Laundry and cleaning equipment"
872,"Computer courses"
873,"Infant underwear"
874,"Artistic teaching (dances, guitar, painting, singing, etc.)"
875,"Other non-formal education courses (cooking, pastry, cutting and tailoring, hairdressing, handicrafts, etc.)"
876," [lag, pudding, etc."
877," Cigarettes"
878,"PORK CUT CHOP"
879," Food at work, at school"
880,"CHICKEN BREAST"
881," Wine"
882," A beer"
883,"WHOLE CHICKEN"
884,"MEAT OF OTHER POULTRY N.E.C."
885,"Leather shoes"
886,"Women's sandal"
887,"Ketch and other school shoes"
888,"Children's shoes"
889,"Leather shoes"
890,"OTHER FRESH SAUSAGES"
891,"LITTLE MAID UNIFORM; BAND UNIFORM; CADET UNIFORM; DHIVEHI, ENGLISH DAY AH HEDHUN FEHUN, LITTEMAID UNIFORM; GUIDE UNIFORM COMPLETE KURUMAH; SCOUT UNIFORM STUFFS"
892,"Children's Slippers"
893,"Expenditure on ready-made/made-to-measure clothing for children/teenagers"
894,"Expenses made on clothing and footwear made by household members and distinguish both the sex of the household members and their different age groups."
895," Mineral (carbonated/non-carbonated) water"
896,"Accessories, watches, jewellery and athletic footwear"
897,"UNIDENTIFIED SOLID CHEESES AND OTHER TYPES N.E.C."
898,"CHREDDED CHEESE"
899,"Shopping for women's shoes"
900,"Other (clog slippers .. e"
901,"Children's footwear: leather boots"
902,"Children's footwear: leather shoes"
903,"Other beef"
904," MARGARINE"
905,"708. Oils (processed)"
906,"NUTS"
907,"BROCCOLI"
908,"CORN"
909,"PACKAGED FRENCH FRIES"
910,"SUGAR"
911,"CHOCOLATES OF ALL KINDS"
912,"POWDERED DESSERTS"
913,"COFFEE"
914,"Groundnuts Oil"
915,"WHISKY"
916,"Other oil and Fat(specify)"
917,"Animal fat"
918,"biscuits chocolate 'oreo'"
919,"Canned and packaged soups"
920," Instant soups"
921,"Any other aracanuts (specify)"
922," Carbonated and still juices"
923,"Women's accessories"
924," Other alcoholic beverages"
925,"Children's footwear: Sandals and leather flops"
926,"Children's footwear: Non Leather Shoes"
927,"Children's footwear: Sandals and Non -Leather Cindlets"
928,"Children's footwear: rubber boots"
929,"Children's footwear: not leather or rubber boots"
930,"Children's Footwear: Deportivo"
931,"MEN'S SWEATSHIRTS AND VESTS"
932,"Espadrilles"
933,"Other classes fee"
934,"WOMEN'S SWEATSHIRTS AND VESTS"
935,"Footwear repair"
936,"Footwear rental, (not sports)"
937,"Fuel oil"
938,"MEN'S PANTS & JEANS"
939,"SWEATSHIRTS (SWEATSHIRT AND SWEATSHIRT), SHORTS AND SHORTS FOR CHILDREN"
940,"Funds for washing and maintenance of floors, furniture, bathroom, windows"
941,"Laundry and maintenance agents (detergents, softens and figures, etc.)"
942,"Vehicle repair"
943,"Fuel and lubricant for vehicles"
944,"Parts for vehicles"
945,"SPORTSWEAR SCHOOL WEAR"
946,"SCHOOL UNIFORMS WITHOUT BREAKDOWN"
947,"YARNS, WOOLS AND OTHER TYPES OF RELATED PRODUCTS"
948,"WOMEN'S BOOTS, ANKLE BOOTS AND ANKLE BOOTS"
949,"CHILDREN'S BOOTS, ANKLE BOOTS AND ANKLE BOOTS"
950,"Men's hosiery"
951,"SCHOOL SHOE"
952,"OTHER SNEAKERS N.E.C."
953,"Other bread loaves"
954,"Men''s sweaters and vests"
955,"Men''s shirts"
956,"Men's pants and shorts"
957,"Men's footwear"
958,"Newspapers and ~ Ascriptions"
959,"Women's active sportswear"
960,"Camping equipment"
961,"Fees for participant sports"
962,"Admission to sporting events"
963,"Brake adjustment (old)"
964,"Athletic gear, game tables, and exercise equipment"
965,"Mortgage payment including coop"
966,"Babysitting and child care"
967,"Men's underwear"
968,"Boys' coats and jackets"
969,"Food, Medicines and other costs for households"
970," Pork fat, lard, tallow"
971,"Citrus – naartje, orange, etc"
972,"Groundnut Dried (UnShelled)"
973," Tobacco"
974," Brandy"
975," Cocoa"
976,"Creams, powders and {minka"
977,"Toilet paper and hygiene insert"
978,"Pasta and cleanses for teeth"
979," Sheep and goats"
980,"Groundnut Fresh (UnShelled)"
981,"IMPUTED RENT OF THE MAIN RESIDENCE ONLY FOR OWNERS"
982,"DRINKING WATER SERVICE FIRST HOME"
983,"FIRST HOME GARBAGE COLLECTION SERVICE"
984,"FIRST HOME ELECTRICITY SERVICE"
985,"CHARCOAL"
986,"DISH AND POT CLEANING PRODUCTS"
987,"Secondary school fees (8-10)"
988,"ITEMS FOR CLEANING DISHES AND POTS"
989,"Woolen, synthetic, silk and cotton fabric, materials"
990,"ANTI-INFECTIVES"
991,"Secondary school tution fees (8-10)"
992,"Higher secondary school tution fees (11-12)"
993,"CARDIOVASCULAR SYSTEM"
994,"NERVOUS SYSTEM"
995,"Spending on primary school trips in Italy"
996,"primary school fees"
997,"Subscription for the Internet"
998,"Boys'' shirts"
999,"CONSULTATIONS OF HEALTH PROFESSIONALS IN CLINICS, PRIVATE OR SEMI-PUBLIC ESTABLISHMENTS"
1000,"Bread rolls"
